  PID  PPID STARTED                          ELAPSED COMMAND
21250 82022 Thu Sep  3 23:55:54 2026        18:23:54 /Applications/Codex.app/Contents/Frameworks/Codex Framework.framework/Versions/151.0.7922.174/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer) --type=renderer --user-data-dir=/Users/goos/Library/Application Support/Codex --standard-schemes=app,codex-sandbox --service-worker-schemes=codex-sandbox --secure-schemes=app,codex-sandbox,sentry-ipc --bypasscsp-schemes=sentry-ipc --fetch-schemes=app,codex-sandbox,sentry-ipc --cors-schemes=codex-sandbox,sentry-ipc --streaming-schemes=app,codex-sandbox --owl-scoped-user-agent-additional-hosts=openai.com,chatgpt.com,chatgpt.site,chatgpt-team.site --owl-scoped-user-agent-prefix=CodexBrowser --disable-blink-features=ReplacedNormalFlowStackingInlinePaint --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=87 --time-ticks-at-unix-epoch=-1787899730526999 --launch-time-ticks=547622437721 --shared-files --metrics-shmem-handle=1752395122,r,16651139508882684854,10168186858224467441,2097152 --field-trial-handle=1718379636,r,15679063832122137748,13941650693146160961,262144 --enable-features=ReportStuckThrottle --disable-features=DropInputEventsWhilePaintHolding,WebUIOmniboxAimPopup,WebUIOmniboxPopup --variations-seed-version --pseudonymization-salt-handle=1935764596,r,1098623143462736750,11210856552789183301,4 --trace-process-track-uuid=3190709067834512357 --seatbelt-client=309
21258 82203 Thu Sep  3 17:07:48 2026     01-01:12:00 npm exec kordoc mcp    
21264 82203 Thu Sep  3 17:07:48 2026     01-01:12:00 uv run --directory ./mcp-servers/moai-mcp-cafe24 moai-mcp-cafe24
21268 82203 Thu Sep  3 17:07:48 2026     01-01:12:00 uv run --directory ./mcp-servers/moai-mcp-imweb moai-mcp-imweb
21269 82203 Thu Sep  3 17:07:48 2026     01-01:12:00 uv run --directory ./mcp-servers/moai-mcp-smartstore moai-mcp-smartstore
21272 82203 Thu Sep  3 17:07:48 2026     01-01:12:00 uv run --directory ./mcp-servers/moai-mcp-threads-poster moai-mcp-threads-poster
21274 82203 Thu Sep  3 17:07:48 2026     01-01:12:00 uv run --directory ./mcp-servers/moai-mcp-imweb moai-mcp-imweb
21275 82203 Thu Sep  3 17:07:48 2026     01-01:12:00 uv run --directory ./mcp-servers/moai-mcp-imweb moai-mcp-imweb
21276 82203 Thu Sep  3 17:07:48 2026     01-01:12:00 uv run --directory ./mcp-servers/moai-mcp-cafe24 moai-mcp-cafe24
21277 82203 Thu Sep  3 17:07:48 2026     01-01:12:00 npm exec kordoc mcp    
21281 82203 Thu Sep  3 17:07:48 2026     01-01:12:00 uv run --directory ./mcp-servers/moai-mcp-cafe24 moai-mcp-cafe24
21282 82203 Thu Sep  3 17:07:48 2026     01-01:12:00 uv run --directory ./mcp-servers/moai-mcp-smartstore moai-mcp-smartstore
21283 82203 Thu Sep  3 17:07:48 2026     01-01:12:00 uv run --directory ./mcp-servers/moai-mcp-threads-poster moai-mcp-threads-poster
21286 82203 Thu Sep  3 17:07:48 2026     01-01:12:00 npm exec kordoc mcp    
21288 82203 Thu Sep  3 17:07:48 2026     01-01:12:00 uv run --directory ./mcp-servers/moai-mcp-cafe24 moai-mcp-cafe24
21293 82203 Thu Sep  3 17:07:49 2026     01-01:11:59 uv run --directory ./mcp-servers/moai-mcp-smartstore moai-mcp-smartstore
21294 82203 Thu Sep  3 17:07:49 2026     01-01:11:59 uv run --directory ./mcp-servers/moai-mcp-imweb moai-mcp-imweb
21296 82203 Thu Sep  3 17:07:49 2026     01-01:11:59 uv run --directory ./mcp-servers/moai-mcp-threads-poster moai-mcp-threads-poster
21297 82203 Thu Sep  3 17:07:49 2026     01-01:11:59 uv run --directory ./mcp-servers/moai-mcp-smartstore moai-mcp-smartstore
21298 82203 Thu Sep  3 17:07:49 2026     01-01:11:59 uv run --directory ./mcp-servers/moai-mcp-threads-poster moai-mcp-threads-poster
21299 82203 Thu Sep  3 17:07:49 2026     01-01:11:59 uv run --directory ./mcp-servers/moai-mcp-imweb moai-mcp-imweb
21304 82203 Thu Sep  3 17:07:49 2026     01-01:11:59 npm exec kordoc mcp    
21305 82203 Thu Sep  3 17:07:49 2026     01-01:11:59 uv run --directory ./mcp-servers/moai-mcp-cafe24 moai-mcp-cafe24
21306 82203 Thu Sep  3 17:07:49 2026     01-01:11:59 npm exec kordoc mcp    
21369 21222 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-imweb/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-imweb/.venv/bin/moai-mcp-imweb
21370 21227 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-cafe24/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-cafe24/.venv/bin/moai-mcp-cafe24
21372 21221 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-smartstore/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-smartstore/.venv/bin/moai-mcp-smartstore
21373 21230 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-threads-poster/1.4.0/mcp-servers/moai-mcp-threads-poster/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-threads-poster/1.4.0/mcp-servers/moai-mcp-threads-poster/.venv/bin/moai-mcp-threads-poster
21375 21276 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-cafe24/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-cafe24/.venv/bin/moai-mcp-cafe24
21376 21274 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-imweb/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-imweb/.venv/bin/moai-mcp-imweb
21378 21226 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-threads-poster/1.4.0/mcp-servers/moai-mcp-threads-poster/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-threads-poster/1.4.0/mcp-servers/moai-mcp-threads-poster/.venv/bin/moai-mcp-threads-poster
21379 21234 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-smartstore/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-smartstore/.venv/bin/moai-mcp-smartstore
21380 21268 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-imweb/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-imweb/.venv/bin/moai-mcp-imweb
21381 21305 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-cafe24/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-cafe24/.venv/bin/moai-mcp-cafe24
21384 21269 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-smartstore/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-smartstore/.venv/bin/moai-mcp-smartstore
21385 21293 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-smartstore/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-smartstore/.venv/bin/moai-mcp-smartstore
21386 21299 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-imweb/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-imweb/.venv/bin/moai-mcp-imweb
21387 21272 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-threads-poster/1.4.0/mcp-servers/moai-mcp-threads-poster/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-threads-poster/1.4.0/mcp-servers/moai-mcp-threads-poster/.venv/bin/moai-mcp-threads-poster
21390 21264 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-cafe24/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-cafe24/.venv/bin/moai-mcp-cafe24
21391 21283 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-threads-poster/1.4.0/mcp-servers/moai-mcp-threads-poster/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-threads-poster/1.4.0/mcp-servers/moai-mcp-threads-poster/.venv/bin/moai-mcp-threads-poster
21392 21275 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-imweb/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-imweb/.venv/bin/moai-mcp-imweb
21393 21297 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-smartstore/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-smartstore/.venv/bin/moai-mcp-smartstore
21411 21298 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-threads-poster/1.4.0/mcp-servers/moai-mcp-threads-poster/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-threads-poster/1.4.0/mcp-servers/moai-mcp-threads-poster/.venv/bin/moai-mcp-threads-poster
21412 21294 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-imweb/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-imweb/.venv/bin/moai-mcp-imweb
21415 21288 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-cafe24/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-cafe24/.venv/bin/moai-mcp-cafe24
21416 21296 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-threads-poster/1.4.0/mcp-servers/moai-mcp-threads-poster/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-threads-poster/1.4.0/mcp-servers/moai-mcp-threads-poster/.venv/bin/moai-mcp-threads-poster
21418 21282 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-smartstore/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-smartstore/.venv/bin/moai-mcp-smartstore
21419 21281 Thu Sep  3 17:07:49 2026     01-01:11:59 /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-cafe24/.venv/bin/python /Users/goos/.codex/plugins/cache/moai-cowork/moai-seller/1.3.0/mcp-servers/moai-mcp-cafe24/.venv/bin/moai-mcp-cafe24
21441   655 Fri Sep  4 05:46:26 2026        12:33:22 /Applications/Aside.app/Contents/Frameworks/Aside Framework.framework/Versions/1.0.825.1/Helpers/Aside Helper (Renderer).app/Contents/MacOS/Aside Helper (Renderer) --type=renderer --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=9215 --time-ticks-at-unix-epoch=-1787884381749174 --launch-time-ticks=568653683332 --shared-files --metrics-shmem-handle=1752395122,r,15912734228705718143,14204235941303632378,2097152 --field-trial-handle=1718379636,r,8973386663554932656,2803560689447034886,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,15628244148561003159,15449961104907202794,4 --trace-process-track-uuid=3190717621152510029 --seatbelt-client=356
21453     1 Wed Sep  2 21:43:27 2026     01-20:36:21 /Applications/Setapp/CleanMyMac.app/Contents/PlugIns/CleanMyMac_5_Setapp_FinderSyncExtension.appex/Contents/MacOS/CleanMyMac_5_Setapp_FinderSyncExtension -AppleLanguages ("ko", "ko-KR")
21455     1 Wed Sep  2 21:43:27 2026     01-20:36:21 /Applications/Google Drive.app/Contents/Applications/FinderHelper.app/Contents/PlugIns/FinderSyncExtension.appex/Contents/MacOS/FinderSyncExtension -AppleLanguages ("ko", "ko-KR")
21527  5806 Wed Sep  2 21:26:10 2026     01-20:53:38 /bin/bash /Users/goos/actions-runner-modu-ai/run-helper.sh
21557 21527 Wed Sep  2 21:26:10 2026     01-20:53:38 /Users/goos/actions-runner-modu-ai/bin/Runner.Listener run
21601  5841 Wed Sep  2 21:26:11 2026     01-20:53:37 /Users/goos/actions-runner-modu-ai-2/bin/Runner.Listener run --startuptype service
21899   655 Tue Sep  1 15:47:51 2026     03-02:31:57 /Applications/Aside.app/Contents/Frameworks/Aside Framework.framework/Versions/1.0.825.1/Helpers/Aside Helper (Renderer).app/Contents/MacOS/Aside Helper (Renderer) --type=renderer --start-stack-profiler --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4894 --time-ticks-at-unix-epoch=-1787884381749174 --launch-time-ticks=345540008245 --shared-files --metrics-shmem-handle=1752395122,r,2259248550980172893,10609501576984975571,2097152 --field-trial-handle=1718379636,r,8973386663554932656,2803560689447034886,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,15628244148561003159,15449961104907202794,4 --trace-process-track-uuid=3190713572194680500 --seatbelt-client=385
22013 21304 Thu Sep  3 17:07:58 2026     01-01:11:50 node /Users/goos/.npm/_npx/5ea84d466de2b626/node_modules/.bin/kordoc mcp
22065 21258 Thu Sep  3 17:07:58 2026     01-01:11:50 node /Users/goos/.npm/_npx/5ea84d466de2b626/node_modules/.bin/kordoc mcp
22079 21224 Thu Sep  3 17:07:58 2026     01-01:11:50 node /Users/goos/.npm/_npx/5ea84d466de2b626/node_modules/.bin/kordoc mcp
22119 21286 Thu Sep  3 17:07:58 2026     01-01:11:50 node /Users/goos/.npm/_npx/5ea84d466de2b626/node_modules/.bin/kordoc mcp
22205     1 Mon Aug 31 15:09:08 2026     04-03:10:40 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
22206     1 Mon Aug 31 15:09:08 2026     04-03:10:40 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
22254 21306 Thu Sep  3 17:07:58 2026     01-01:11:50 node /Users/goos/.npm/_npx/5ea84d466de2b626/node_modules/.bin/kordoc mcp
22282   655 Thu Sep  3 17:43:52 2026     01-00:35:56 /Applications/Aside.app/Contents/Frameworks/Aside Framework.framework/Versions/1.0.825.1/Helpers/Aside Helper (Renderer).app/Contents/MacOS/Aside Helper (Renderer) --type=renderer --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=8551 --time-ticks-at-unix-epoch=-1787884381749174 --launch-time-ticks=525300006208 --shared-files --metrics-shmem-handle=1752395122,r,10636251828955768149,5466247918617191862,2097152 --field-trial-handle=1718379636,r,8973386663554932656,2803560689447034886,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,15628244148561003159,15449961104907202794,4 --trace-process-track-uuid=3190716998956722293 --seatbelt-client=282
22406 21277 Thu Sep  3 17:07:59 2026     01-01:11:49 node /Users/goos/.npm/_npx/5ea84d466de2b626/node_modules/.bin/kordoc mcp
22691     1 Thu Sep  3 18:08:26 2026     01-00:11:22 /System/Applications/Utilities/Activity Monitor.app/Contents/MacOS/Activity Monitor
22774     1 Thu Sep  3 18:08:27 2026     01-00:11:21 /System/Library/PrivateFrameworks/AssetCacheServicesExtensions.framework/XPCServices/AssetCacheManagerService.xpc/Contents/MacOS/AssetCacheManagerService
22954   655 Thu Sep  3 22:08:11 2026        20:11:37 /Applications/Aside.app/Contents/Frameworks/Aside Framework.framework/Versions/1.0.825.1/Helpers/Aside Helper (Renderer).app/Contents/MacOS/Aside Helper (Renderer) --type=renderer --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=9083 --time-ticks-at-unix-epoch=-1787884381749174 --launch-time-ticks=541159366201 --shared-files --metrics-shmem-handle=1752395122,r,15716940722607794525,10048148280626976265,2097152 --field-trial-handle=1718379636,r,8973386663554932656,2803560689447034886,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,15628244148561003159,15449961104907202794,4 --trace-process-track-uuid=3190717497462985961 --seatbelt-client=356
22973     1 Fri Aug 28 12:55:47 2026     07-05:24:01 /usr/libexec/corercd
22977     1 Fri Aug 28 12:55:48 2026     07-05:24:00 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
22978     1 Fri Aug 28 12:55:48 2026     07-05:24:00 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
22979     1 Fri Aug 28 12:55:48 2026     07-05:24:00 /System/Library/PrivateFrameworks/AmbientDisplay.framework/Versions/A/XPCServices/com.apple.AmbientDisplayAgent.xpc/Contents/MacOS/com.apple.AmbientDisplayAgent
23000     1 Sat Aug 29 12:55:40 2026     06-05:24:08 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
23162   655 Mon Aug 31 08:31:53 2026     04-09:47:55 /Applications/Aside.app/Contents/Frameworks/Aside Framework.framework/Versions/1.0.825.1/Helpers/Aside Helper (Renderer).app/Contents/MacOS/Aside Helper (Renderer) --type=renderer --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=2267 --time-ticks-at-unix-epoch=-1787884381749174 --launch-time-ticks=232982637755 --shared-files --metrics-shmem-handle=1752395122,r,1643329328583975488,13378038836566962819,2097152 --field-trial-handle=1718379636,r,8973386663554932656,2803560689447034886,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,15628244148561003159,15449961104907202794,4 --trace-process-track-uuid=3190711110585743177 --seatbelt-client=193
23283     1 Sat Aug 29 18:45:07 2026     05-23:34:41 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
23444     1 Sat Aug 29 20:42:06 2026     05-21:37:42 /System/Library/PrivateFrameworks/IntelligenceFlowRuntime.framework/Versions/A/intelligenceflowd
23446     1 Sat Aug 29 20:42:06 2026     05-21:37:42 /System/Library/ExtensionKit/Extensions/TGOnDeviceInferenceProviderService.appex/Contents/MacOS/TGOnDeviceInferenceProviderService -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS50Z29uZGV2aWNlaW5mZXJlbmNlcHJvdmlkZXJzZXJ2aWNlIiwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2UsInR5cGUiOjh9
23447     1 Sat Aug 29 20:42:06 2026     05-21:37:42 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
23486     1 Sat Aug 29 20:42:06 2026     05-21:37:42 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
23721     1 Sun Aug 30 23:19:47 2026     04-19:00:01 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
24365     1 Fri Aug 28 13:04:41 2026     07-05:15:07 /usr/libexec/backgroundassets.user
24451     1 Thu Sep  3 20:38:56 2026        21:40:52 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
24452     1 Fri Sep  4 02:46:58 2026        15:32:50 /usr/libexec/spotlightknowledged.updater -u
24467     1 Thu Sep  3 20:38:56 2026        21:40:52 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
24471     1 Thu Sep  3 20:38:56 2026        21:40:52 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
24559   655 Wed Sep  2 03:53:30 2026     02-14:26:18 /Applications/Aside.app/Contents/Frameworks/Aside Framework.framework/Versions/1.0.825.1/Helpers/Aside Helper (Renderer).app/Contents/MacOS/Aside Helper (Renderer) --type=renderer --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=6043 --time-ticks-at-unix-epoch=-1787884381749174 --launch-time-ticks=389079234521 --shared-files --metrics-shmem-handle=1752395122,r,15504422335350305699,2447749576441293497,2097152 --field-trial-handle=1718379636,r,8973386663554932656,2803560689447034886,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,15628244148561003159,15449961104907202794,4 --trace-process-track-uuid=3190714648855765001 --seatbelt-client=343
24709     1 Thu Sep  3 20:39:00 2026        21:40:48 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
25557   655 Wed Sep  2 17:22:41 2026     02-00:57:07 <defunct>
26115     1 Thu Sep  3 20:39:26 2026        21:40:22 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
26141   655 Thu Sep  3 17:44:28 2026     01-00:35:20 /Applications/Aside.app/Contents/Frameworks/Aside Framework.framework/Versions/1.0.825.1/Helpers/Aside Helper (Renderer).app/Contents/MacOS/Aside Helper (Renderer) --type=renderer --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=8558 --time-ticks-at-unix-epoch=-1787884381749174 --launch-time-ticks=525336009593 --shared-files --metrics-shmem-handle=1752395122,r,441241080025532149,4408936551054530956,2097152 --field-trial-handle=1718379636,r,8973386663554932656,2803560689447034886,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,15628244148561003159,15449961104907202794,4 --trace-process-track-uuid=3190717005516015236 --seatbelt-client=280
26166     1 Thu Sep  3 12:12:15 2026     01-06:07:33 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
26167     1 Thu Sep  3 12:12:15 2026     01-06:07:33 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
26226   655 Thu Sep  3 17:44:29 2026     01-00:35:19 /Applications/Aside.app/Contents/Frameworks/Aside Framework.framework/Versions/1.0.825.1/Helpers/Aside Helper (Renderer).app/Contents/MacOS/Aside Helper (Renderer) --type=renderer --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=8559 --time-ticks-at-unix-epoch=-1787884381749174 --launch-time-ticks=525337179965 --shared-files --metrics-shmem-handle=1752395122,r,13509695347690735321,16282444311808082087,2097152 --field-trial-handle=1718379636,r,8973386663554932656,2803560689447034886,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,15628244148561003159,15449961104907202794,4 --trace-process-track-uuid=3190717006453057085 --seatbelt-client=280
26237   655 Thu Sep  3 17:44:29 2026     01-00:35:19 /Applications/Aside.app/Contents/Frameworks/Aside Framework.framework/Versions/1.0.825.1/Helpers/Aside Helper (Renderer).app/Contents/MacOS/Aside Helper (Renderer) --type=renderer --start-stack-profiler --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=8560 --time-ticks-at-unix-epoch=-1787884381749174 --launch-time-ticks=525337268769 --shared-files --metrics-shmem-handle=1752395122,r,7265304424978962846,2238830876482747973,2097152 --field-trial-handle=1718379636,r,8973386663554932656,2803560689447034886,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,15628244148561003159,15449961104907202794,4 --trace-process-track-uuid=3190717007390098934 --seatbelt-client=280
26484 82203 Wed Sep  2 20:40:48 2026     01-21:39:00 /Applications/Codex.app/Contents/Resources/cua_node/bin/node_repl
26491 82203 Wed Sep  2 20:40:49 2026     01-21:38:59 /Applications/Codex.app/Contents/Resources/cua_node/bin/node ./server.mjs
26674     1 Sat Aug 29 20:43:17 2026     05-21:36:31 /System/Library/ExtensionKit/Extensions/GenerativeAssistantExtension.appex/Contents/MacOS/GenerativeAssistantExtension -LaunchArguments eyJ0eXBlIjoxLCJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5nZW5lcmF0aXZlYXNzaXN0YW50dG9vbHMuR2VuZXJhdGl2ZUFzc2lzdGFudEV4dGVuc2lvbiIsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
26775     1 Sat Aug 29 20:43:18 2026     05-21:36:30 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
27144     1 Thu Sep  3 20:39:39 2026        21:40:09 /System/Library/CoreServices/ControlCenter.app/Contents/XPCServices/ControlCenterHelper.xpc/Contents/MacOS/ControlCenterHelper
27392     1 Sat Aug 29 20:43:25 2026     05-21:36:23 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/storeaccountd
27707     1 Sat Aug 29 20:43:26 2026     05-21:36:22 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/XPCServices/media-indexer.xpc/Contents/MacOS/media-indexer
