path	work_md5	head_blob_md5	verdict
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t470	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t471	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t472	3d4e7057d1e3d536a6d598825a6d08ce	3d4e7057d1e3d536a6d598825a6d08ce	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t473	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t474	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t476	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t477	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t478	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t479	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t480	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t481	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t482	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t483	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t484	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t485	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t487	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/zzz-smoke	c58ff4b1b7d6fdb067d879a7655d576e	c58ff4b1b7d6fdb067d879a7655d576e	CLEAN_MATCHES_HEAD
